# Time-averaged data for fix 1
# TimeStep Number-of-rows
# Row c_myRDF[1] c_myRDF[2] c_myRDF[3]
0 50
34 6.7 0.942588 55.0435
35 6.9 0.922632 59.7459
36 7.1 0.946517 64.8537
37 7.3 0.962432 70.344
38 7.5 0.98386 76.2684
39 7.7 1.01979 82.7409
40 7.9 1.01838 89.5446
41 8.1 1.02928 96.7737
42 8.3 1.05713 104.57
43 8.5 1.03252 112.555
44 8.7 1.02858 120.889
45 8.9 1.04921 129.786
46 9.1 1.00988 138.738
47 9.3 0.997443 147.973
48 9.5 1.00583 157.69
49 9.7 0.985478 167.616
50 9.9 0.986067 177.961
1800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.60103 0.309779
6 1.1 2.75872 0.663812
7 1.3 2.80566 1.16631
8 1.5 0.802629 1.3576
9 1.7 1.21752 1.73019
10 1.9 0.806828 2.03854
11 2.1 0.366986 2.20985
12 2.3 0.662948 2.58101
13 2.5 0.625924 2.995
14 2.7 0.688418 3.52605
15 2.9 0.31443 3.80585
16 3.1 0.265353 4.07566
17 3.3 0.603398 4.77088
18 3.5 0.5904 5.53605
19 3.7 0.761914 6.63954
20 3.9 1.15777 8.5025
21 4.1 1.24025 10.7081
22 4.3 1.28158 13.2148
23 4.5 1.20553 15.7973
24 4.7 1.18699 18.571
25 4.9 1.16571 21.5318
26 5.1 1.16118 24.7266
27 5.3 1.10211 28.0014
28 5.5 1.05733 31.3847
29 5.7 0.998979 34.818
30 5.9 0.935507 38.2627
31 6.1 0.913256 41.8572
32 6.3 0.957526 45.8772
33 6.5 0.926664 50.0186
34 6.7 0.91847 54.3797
35 6.9 0.910505 58.965
36 7.1 0.947213 64.0157
37 7.3 0.980867 69.5446
38 7.5 0.983239 75.3947
39 7.7 1.00362 81.6888
40 7.9 1.02698 88.4682
41 8.1 1.01186 95.4904
42 8.3 1.05811 103.201
43 8.5 1.0345 111.106
44 8.7 1.02992 119.352
45 8.9 1.05265 128.171
46 9.1 1.0152 137.064
47 9.3 0.995106 146.167
48 9.5 1.00958 155.804
49 9.7 0.984873 165.606
50 9.9 0.996986 175.941
1900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.55917 0.302641
6 1.1 2.85848 0.665239
7 1.3 2.83845 1.16774
8 1.5 0.757471 1.34618
9 1.7 1.25535 1.72591
10 1.9 0.8087 2.03141
11 2.1 0.402215 2.21699
12 2.3 0.699072 2.60385
13 2.5 0.602669 2.99786
14 2.7 0.672125 3.51035
15 2.9 0.344072 3.81299
16 3.1 0.269874 4.08423
17 3.3 0.610449 4.77944
18 3.5 0.567212 5.50607
19 3.7 0.723951 6.54247
20 3.9 1.07885 8.25839
21 4.1 1.26937 10.4897
22 4.3 1.29508 12.9936
23 4.5 1.20007 15.5346
24 4.7 1.2021 18.3112
25 4.9 1.16114 21.2263
26 5.1 1.1527 24.3612
27 5.3 1.12957 27.6788
28 5.5 1.05028 31.0007
29 5.7 1.00099 34.4011
30 5.9 0.955854 37.8801
31 6.1 0.927965 41.4904
32 6.3 0.947388 45.4218
33 6.5 0.927799 49.5203
34 6.7 0.895746 53.7245
35 6.9 0.952119 58.464
36 7.1 0.930115 63.3662
37 7.3 0.968246 68.7609
38 7.5 0.974826 74.4939
39 7.7 0.998309 80.6824
40 7.9 1.01382 87.2976
41 8.1 1.03471 94.3954
42 8.3 1.03064 101.819
43 8.5 1.04735 109.73
44 8.7 1.03402 117.913
45 8.9 1.04099 126.534
46 9.1 1.03911 135.53
47 9.3 0.993159 144.511
48 9.5 1.00428 153.987
49 9.7 1.01351 163.957
50 9.9 0.972415 173.921
2000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.57695 0.301213
6 1.1 2.80683 0.653819
7 1.3 2.98015 1.1763
8 1.5 0.783219 1.35903
9 1.7 1.2676 1.73876
10 1.9 0.751722 2.01999
11 2.1 0.44363 2.2227
12 2.3 0.724126 2.61956
13 2.5 0.582091 2.99643
14 2.7 0.725945 3.54461
15 2.9 0.317931 3.82156
16 3.1 0.268205 4.08851
17 3.3 0.639189 4.80942
18 3.5 0.535614 5.48894
19 3.7 0.678656 6.45111
20 3.9 1.08032 8.15275
21 4.1 1.25633 10.3398
22 4.3 1.26447 12.7609
23 4.5 1.19544 15.2677
24 4.7 1.2182 18.0542
25 4.9 1.17017 20.9636
26 5.1 1.18462 24.1542
27 5.3 1.07827 27.2905
28 5.5 1.07466 30.6567
29 5.7 1.02221 34.0956
30 5.9 0.954884 37.5375
31 6.1 0.938503 41.1535
32 6.3 0.938222 45.0093
33 6.5 0.919884 49.0335
34 6.7 0.925064 53.3333
35 6.9 0.957066 58.0514
36 7.1 0.916764 62.8365
37 7.3 0.965275 68.1627
38 7.5 0.949533 73.6931
39 7.7 0.992005 79.783
40 7.9 1.03299 86.4582
41 8.1 1.03031 93.4575
42 8.3 1.03009 100.805
43 8.5 1.03295 108.532
44 8.7 1.03628 116.654
45 8.9 1.04071 125.189
46 9.1 1.03942 134.101
47 9.3 1.01496 143.191
48 9.5 1.00339 152.567
49 9.7 1.0042 162.35
50 9.9 0.990063 172.397
2100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.576 0.298358
6 1.1 2.98203 0.669522
7 1.3 2.87637 1.16916
8 1.5 0.858438 1.36759
9 1.7 1.2842 1.74875
10 1.9 0.785673 2.03997
11 2.1 0.416224 2.22841
12 2.3 0.717716 2.61813
13 2.5 0.634239 3.02498
14 2.7 0.717433 3.56174
15 2.9 0.320888 3.83869
16 3.1 0.301099 4.13562
17 3.3 0.597867 4.80371
18 3.5 0.553088 5.49893
19 3.7 0.666675 6.4354
20 3.9 1.03091 8.04425
21 4.1 1.23987 10.1827
22 4.3 1.2672 12.5867
23 4.5 1.19968 15.0792
24 4.7 1.18984 17.7759
25 4.9 1.19033 20.7081
26 5.1 1.19243 23.8901
27 5.3 1.09424 27.0435
28 5.5 1.06165 30.3383
29 5.7 1.01802 33.7316
30 5.9 0.961766 37.1663
31 6.1 0.975278 40.8894
32 6.3 0.909786 44.5939
33 6.5 0.922511 48.5924
34 6.7 0.929638 52.8737
35 6.9 0.952815 57.5275
36 7.1 0.948754 62.434
37 7.3 0.93639 67.5532
38 7.5 0.943769 72.9993
39 7.7 0.991139 79.0278
40 7.9 1.01406 85.5203
41 8.1 1.0365 92.4968
42 8.3 1.0423 99.863
43 8.5 1.01367 107.376
44 8.7 1.04224 115.469
45 8.9 1.046 123.969
46 9.1 1.03531 132.764
47 9.3 1.02457 141.854
48 9.5 1.00038 151.116
49 9.7 1.00866 160.852
50 9.9 0.999414 170.901
2200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.50955 0.289793
6 1.1 3.0363 0.663812
7 1.3 2.9894 1.17773
8 1.5 0.773785 1.35475
9 1.7 1.38993 1.76303
10 1.9 0.770515 2.04568
11 2.1 0.433307 2.23983
12 2.3 0.780984 2.65953
13 2.5 0.57789 3.02641
14 2.7 0.73648 3.57173
15 2.9 0.340946 3.86296
16 3.1 0.270596 4.12705
17 3.3 0.615718 4.80799
18 3.5 0.550822 5.49322
19 3.7 0.64282 6.38687
20 3.9 0.938136 7.83583
21 4.1 1.27371 10.01
22 4.3 1.26597 12.3869
23 4.5 1.19414 14.8423
24 4.7 1.17361 17.4747
25 4.9 1.20977 20.424
26 5.1 1.18 23.5403
27 5.3 1.12266 26.7423
28 5.5 1.06575 30.0157
29 5.7 1.00959 33.3462
30 5.9 1.00209 36.8879
31 6.1 0.941993 40.4468
32 6.3 0.93415 44.2113
33 6.5 0.902844 48.0842
34 6.7 0.963762 52.4768
35 6.9 0.950345 57.0707
36 7.1 0.910671 61.7316
37 7.3 0.960137 66.9265
38 7.5 0.934862 72.2655
39 7.7 0.988667 78.217
40 7.9 1.00075 84.5582
41 8.1 1.03381 91.4447
42 8.3 1.03969 98.7166
43 8.5 1.02793 106.257
44 8.7 1.04326 114.274
45 8.9 1.03897 122.63
46 9.1 1.03099 131.298
47 9.3 1.03135 140.354
48 9.5 1.00941 149.603
49 9.7 1.01723 159.32
50 9.9 1.00123 169.283
2300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.60818 0.295503
6 1.1 3.02626 0.665239
7 1.3 2.98054 1.17345
8 1.5 0.78645 1.35189
9 1.7 1.41607 1.76445
10 1.9 0.80825 2.05853
11 2.1 0.424027 2.24697
12 2.3 0.741886 2.6424
13 2.5 0.637062 3.04354
14 2.7 0.723109 3.57459
15 2.9 0.365661 3.88437
16 3.1 0.262502 4.13847
17 3.3 0.63901 4.8394
18 3.5 0.504451 5.46181
19 3.7 0.61602 6.31121
20 3.9 0.975684 7.80585
21 4.1 1.21 9.85439
22 4.3 1.2649 12.2099
23 4.5 1.19838 14.6538
24 4.7 1.19804 17.3191
25 4.9 1.19671 20.2127
26 5.1 1.18427 23.3148
27 5.3 1.1092 26.4525
28 5.5 1.07031 29.7131
29 5.7 1.00612 33.005
30 5.9 1.02785 36.6081
31 6.1 0.947848 40.1599
32 6.3 0.940416 43.9186
33 6.5 0.915314 47.813
34 6.7 0.940753 52.0657
35 6.9 0.95073 56.6238
36 7.1 0.935046 61.3704
37 7.3 0.93772 66.4026
38 7.5 0.940798 71.7316
39 7.7 0.978161 77.5717
40 7.9 0.992183 83.8073
41 8.1 1.02849 90.6024
42 8.3 1.04353 97.8415
43 8.5 1.0413 105.418
44 8.7 1.02339 113.218
45 8.9 1.04324 121.539
46 9.1 1.04274 130.234
47 9.3 1.01952 139.113
48 9.5 1.02794 148.455
49 9.7 1.00286 157.957
50 9.9 1.00253 167.852
2400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.54604 0.288365
6 1.1 3.09482 0.663812
7 1.3 2.99327 1.17059
8 1.5 0.830053 1.3576
9 1.7 1.44094 1.77445
10 1.9 0.802136 2.06424
11 2.1 0.414098 2.24697
12 2.3 0.771431 2.65525
13 2.5 0.618754 3.04211
14 2.7 0.76544 3.60029
15 2.9 0.352984 3.89722
16 3.1 0.255455 4.14276
17 3.3 0.631752 4.83084
18 3.5 0.494051 5.43612
19 3.7 0.602669 6.26124
20 3.9 0.970413 7.73733
21 4.1 1.20076 9.75589
22 4.3 1.23296 12.0357
23 4.5 1.22169 14.5096
24 4.7 1.1891 17.1363
25 4.9 1.19094 19.9957
26 5.1 1.18829 23.0864
27 5.3 1.13792 26.2827
28 5.5 1.05903 29.4861
29 5.7 1.01151 32.7723
30 5.9 1.01875 36.3183
31 6.1 0.982587 39.9743
32 6.3 0.922995 43.6374
33 6.5 0.919787 47.5232
34 6.7 0.929306 51.6945
35 6.9 0.948786 56.2113
36 7.1 0.943103 60.965
37 7.3 0.933931 65.9415
38 7.5 0.932505 71.1863
39 7.7 0.986312 77.0335
40 7.9 0.988478 83.202
41 8.1 1.02644 89.9358
42 8.3 1.02814 97.0178
43 8.5 1.0485 104.592
44 8.7 1.03556 112.43
45 8.9 1.03118 120.597
46 9.1 1.04876 129.281
47 9.3 1.01454 138.054
48 9.5 1.02005 147.259
49 9.7 1.02258 156.879
50 9.9 1.00834 166.761
2500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.48178 0.281228
6 1.1 3.1988 0.666667
7 1.3 3.0306 1.1763
8 1.5 0.81018 1.3576
9 1.7 1.47557 1.78158
10 1.9 0.763829 2.05567
11 2.1 0.452743 2.2541
12 2.3 0.784823 2.66667
13 2.5 0.613766 3.04782
14 2.7 0.784441 3.61599
15 2.9 0.341716 3.9015
16 3.1 0.260183 4.14989
17 3.3 0.669037 4.87366
18 3.5 0.466909 5.44183
19 3.7 0.583672 6.23555
20 3.9 0.942995 7.66024
21 4.1 1.19952 9.6631
22 4.3 1.22036 11.9044
23 4.5 1.252 14.4226
24 4.7 1.15619 16.9593
25 4.9 1.20023 19.8216
26 5.1 1.19858 22.9179
27 5.3 1.11547 26.03
28 5.5 1.06766 29.2377
29 5.7 1.03564 32.5796
30 5.9 0.991402 36.0071
31 6.1 1.00742 39.7302
32 6.3 0.916958 43.3448
33 6.5 0.935227 47.2691
34 6.7 0.924738 51.3919
35 6.9 0.940142 55.8373
36 7.1 0.95864 60.6367
37 7.3 0.915466 65.4818
38 7.5 0.9506 70.7923
39 7.7 0.990594 76.6253
40 7.9 0.979077 82.6938
41 8.1 1.01064 89.2791
42 8.3 1.03054 96.3298
43 8.5 1.02838 103.709
44 8.7 1.05494 111.639
45 8.9 1.03329 119.767
46 9.1 1.04895 128.394
47 9.3 1.00898 137.061
48 9.5 1.01138 146.126
49 9.7 1.02755 155.727
50 9.9 1.00992 165.557
2600 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.57447 0.286938
6 1.1 3.17092 0.666667
7 1.3 3.10062 1.18487
8 1.5 0.776683 1.3576
9 1.7 1.49471 1.78444
10 1.9 0.78457 2.06424
11 2.1 0.439159 2.25553
12 2.3 0.784217 2.66524
13 2.5 0.643009 3.0621
14 2.7 0.799214 3.6374
15 2.9 0.335236 3.91577
16 3.1 0.278344 4.17987
17 3.3 0.655919 4.88508
18 3.5 0.478062 5.46324
19 3.7 0.536585 6.18844
20 3.9 0.924114 7.57602
21 4.1 1.19318 9.55603
22 4.3 1.24278 11.8244
23 4.5 1.22048 14.2641
24 4.7 1.17251 16.8208
25 4.9 1.18538 19.6303
26 5.1 1.201 22.7138
27 5.3 1.11877 25.8158
28 5.5 1.07379 29.0221
29 5.7 1.05452 32.404
30 5.9 0.997956 35.833
31 6.1 0.972851 39.4061
32 6.3 0.955795 43.1506
33 6.5 0.925613 47.0107
34 6.7 0.931752 51.1392
35 6.9 0.940798 55.5603
36 7.1 0.939615 60.2355
37 7.3 0.926291 65.1078
38 7.5 0.953915 70.404
39 7.7 0.970138 76.0814
40 7.9 0.996263 82.2184
41 8.1 1.00146 88.7038
42 8.3 1.02516 95.6745
43 8.5 1.03775 103.075
44 8.7 1.03778 110.828
45 8.9 1.03458 118.916
46 9.1 1.04532 127.46
47 9.3 1.03579 136.303
48 9.5 1.01203 145.318
49 9.7 1.03452 154.925
50 9.9 0.99787 164.578
2700 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.51055 0.2798
6 1.1 3.2657 0.668094
7 1.3 3.12285 1.1863
8 1.5 0.788718 1.36046
9 1.7 1.54067 1.79729
10 1.9 0.761976 2.06709
11 2.1 0.465415 2.26838
12 2.3 0.78709 2.67666
13 2.5 0.631314 3.06353
14 2.7 0.81693 3.64739
15 2.9 0.334177 3.92291
16 3.1 0.283371 4.18986
17 3.3 0.651262 4.88508
18 3.5 0.479113 5.46039
19 3.7 0.500007 6.13133
20 3.9 0.877119 7.43897
21 4.1 1.2104 9.43326
22 4.3 1.26035 11.7173
23 4.5 1.1983 14.0956
24 4.7 1.18686 16.6652
25 4.9 1.19813 19.4847
26 5.1 1.19449 22.5296
27 5.3 1.13457 25.6531
28 5.5 1.06753 28.818
29 5.7 1.04101 32.1328
30 5.9 1.00009 35.5446
31 6.1 0.979437 39.1163
32 6.3 0.954943 42.8308
33 6.5 0.943285 46.7366
34 6.7 0.929024 50.8237
35 6.9 0.923375 55.132
36 7.1 0.945198 59.8016
37 7.3 0.936214 64.6909
38 7.5 0.949621 69.9258
39 7.7 0.964075 75.5275
40 7.9 0.98847 81.5732
41 8.1 0.993103 87.9586
42 8.3 1.03505 94.9465
43 8.5 1.04862 102.371
44 8.7 1.02232 109.954
45 8.9 1.02857 117.939
46 9.1 1.04877 126.45
47 9.3 1.04608 135.316
48 9.5 1.01687 144.31
49 9.7 1.03559 153.859
50 9.9 0.986745 163.336
2800 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.44038 0.272662
6 1.1 3.32043 0.665239
7 1.3 3.14055 1.18344
8 1.5 0.819194 1.36331
9 1.7 1.53421 1.79586
10 1.9 0.774402 2.06852
11 2.1 0.487969 2.27837
12 2.3 0.75557 2.66809
13 2.5 0.648948 3.06353
14 2.7 0.809507 3.63883
15 2.9 0.356966 3.93148
16 3.1 0.268213 4.18273
17 3.3 0.667056 4.89079
18 3.5 0.472263 5.45468
19 3.7 0.484652 6.10136
20 3.9 0.8532 7.36617
21 4.1 1.17892 9.29764
22 4.3 1.26987 11.586
23 4.5 1.20871 13.9714
24 4.7 1.19624 16.5468
25 4.9 1.19027 19.3319
26 5.1 1.18267 22.3298
27 5.3 1.12953 25.4218
28 5.5 1.0852 28.621
29 5.7 1.05548 31.9629
30 5.9 0.992713 35.3305
31 6.1 0.994434 38.9365
32 6.3 0.940423 42.5739
33 6.5 0.956604 46.5125
34 6.7 0.917319 50.5253
35 6.9 0.92553 54.8194
36 7.1 0.936314 59.419
37 7.3 0.947567 64.3398
38 7.5 0.95995 69.6017
39 7.7 0.981891 75.2748
40 7.9 0.959566 81.1106
41 8.1 1.00208 87.5175
42 8.3 1.00392 94.257
43 8.5 1.06814 101.777
44 8.7 1.01747 109.282
45 8.9 1.02922 117.226
46 9.1 1.04551 125.663
47 9.3 1.03914 134.421
48 9.5 1.03351 143.51
49 9.7 1.01889 152.852
50 9.9 1.01072 162.505
2900 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.51054 0.276945
6 1.1 3.28723 0.663812
7 1.3 3.20719 1.19058
8 1.5 0.842568 1.37473
9 1.7 1.53112 1.80443
10 1.9 0.769829 2.07423
11 2.1 0.460207 2.27123
12 2.3 0.789641 2.67666
13 2.5 0.640174 3.06495
14 2.7 0.809205 3.6374
15 2.9 0.363861 3.93433
16 3.1 0.280167 4.19557
17 3.3 0.662027 4.89507
18 3.5 0.470839 5.45468
19 3.7 0.475066 6.08565
20 3.9 0.823276 7.3005
21 4.1 1.1616 9.19486
22 4.3 1.27255 11.4775
23 4.5 1.19612 13.8273
24 4.7 1.22374 16.4497
25 4.9 1.18657 19.2134
26 5.1 1.19266 22.2227
27 5.3 1.14207 25.3348
28 5.5 1.07464 28.4882
29 5.7 1.0694 31.8587
30 5.9 0.990106 35.202
31 6.1 0.980434 38.7409
32 6.3 0.966267 42.4611
33 6.5 0.930365 46.2741
34 6.7 0.917945 50.2712
35 6.9 0.931346 54.5724
36 7.1 0.934211 59.1406
37 7.3 0.966299 64.1356
38 7.5 0.951035 69.3248
39 7.7 0.940749 74.7352
40 7.9 0.988517 80.7195
41 8.1 0.995487 87.055
42 8.3 0.998723 93.7288
43 8.5 1.0745 101.259
44 8.7 1.03033 108.824
45 8.9 1.02263 116.681
46 9.1 1.03736 125.014
47 9.3 1.03542 133.7
48 9.5 1.05295 142.918
49 9.7 1.00904 152.127
50 9.9 0.998266 161.617
3000 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.47042 0.272662
6 1.1 3.34942 0.665239
7 1.3 3.1767 1.18487
8 1.5 0.852581 1.37045
9 1.7 1.53229 1.79872
10 1.9 0.809795 2.08137
11 2.1 0.4487 2.27266
12 2.3 0.80963 2.68665
13 2.5 0.633346 3.06924
14 2.7 0.810497 3.64026
15 2.9 0.356571 3.93005
16 3.1 0.275167 4.18558
17 3.3 0.675595 4.8965
18 3.5 0.452267 5.43183
19 3.7 0.458667 6.03854
20 3.9 0.85288 7.29193
21 4.1 1.16988 9.19201
22 4.3 1.23861 11.4047
23 4.5 1.18716 13.7273
24 4.7 1.21939 16.3298
25 4.9 1.20067 19.1149
26 5.1 1.2055 22.1442
27 5.3 1.12834 25.2063
28 5.5 1.06928 28.3312
29 5.7 1.05924 31.656
30 5.9 1.01497 35.0692
31 6.1 0.974129 38.571
32 6.3 0.962783 42.2627
33 6.5 0.940476 46.1014
34 6.7 0.906567 50.0328
35 6.9 0.945407 54.3812
36 7.1 0.930127 58.9108
37 7.3 0.965547 63.8815
38 7.5 0.946266 69.0236
39 7.7 0.96953 74.5767
40 7.9 0.966052 80.4011
41 8.1 0.97592 86.5867
42 8.3 1.03435 93.4704
43 8.5 1.0474 100.781
44 8.7 1.04471 108.42
45 8.9 1.02011 116.226
46 9.1 1.03626 124.515
47 9.3 1.0342 133.156
48 9.5 1.04875 142.3
49 9.7 1.01161 151.495
50 9.9 1.00161 160.978
3100 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.48674 0.272662
6 1.1 3.41412 0.670949
7 1.3 3.1741 1.18772
8 1.5 0.817055 1.36474
9 1.7 1.59081 1.80728
10 1.9 0.772511 2.07566
11 2.1 0.460902 2.27123
12 2.3 0.863925 2.71092
13 2.5 0.603083 3.07352
14 2.7 0.812272 3.64311
15 2.9 0.354718 3.93005
16 3.1 0.284183 4.19272
17 3.3 0.659689 4.88365
18 3.5 0.464087 5.43041
19 3.7 0.462992 6.03997
20 3.9 0.837371 7.26481
21 4.1 1.16302 9.1449
22 4.3 1.23721 11.3448
23 4.5 1.14436 13.5732
24 4.7 1.2426 16.2127
25 4.9 1.18405 18.9465
26 5.1 1.2163 21.9886
27 5.3 1.13524 25.055
28 5.5 1.08706 28.217
29 5.7 1.04457 31.4804
30 5.9 1.02315 34.9051
31 6.1 0.983098 38.4226
32 6.3 0.950104 42.0485
33 6.5 0.943843 45.8829
34 6.7 0.919759 49.853
35 6.9 0.924282 54.0842
36 7.1 0.947165 58.6752
37 7.3 0.951978 63.5532
38 7.5 0.960217 68.7466
39 7.7 0.970082 74.2769
40 7.9 0.94395 79.9415
41 8.1 0.987524 86.1713
42 8.3 1.02564 92.965
43 8.5 1.0663 100.373
44 8.7 1.03824 107.929
45 8.9 1.02172 115.71
46 9.1 1.02661 123.884
47 9.3 1.03786 132.515
48 9.5 1.04365 141.572
49 9.7 1.0151 150.755
50 9.9 1.01101 160.283
3200 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.42672 0.266952
6 1.1 3.47626 0.670949
7 1.3 3.18619 1.18772
8 1.5 0.800324 1.36046
9 1.7 1.61232 1.80728
10 1.9 0.796078 2.0828
11 2.1 0.466035 2.2798
12 2.3 0.855954 2.71378
13 2.5 0.59823 3.07209
14 2.7 0.841933 3.66024
15 2.9 0.334811 3.93005
16 3.1 0.291467 4.19843
17 3.3 0.693671 4.9222
18 3.5 0.448826 5.44897
19 3.7 0.424484 6.00571
20 3.9 0.849378 7.2434
21 4.1 1.10983 9.03069
22 4.3 1.225 11.2006
23 4.5 1.17594 13.4818
24 4.7 1.25138 16.1299
25 4.9 1.19601 18.8808
26 5.1 1.19057 21.8473
27 5.3 1.1576 24.9622
28 5.5 1.05918 28.0314
29 5.7 1.07194 31.3676
30 5.9 1.0142 34.7495
31 6.1 0.996055 38.2998
32 6.3 0.954474 41.9286
33 6.5 0.942148 45.7416
34 6.7 0.916623 49.6831
35 6.9 0.915282 53.8572
36 7.1 0.946043 58.4254
37 7.3 0.958681 63.3191
38 7.5 0.970233 68.5468
39 7.7 0.961964 74.01
40 7.9 0.955904 79.7245
41 8.1 0.981745 85.8944
42 8.3 1.02651 92.6681
43 8.5 1.05819 99.9914
44 8.7 1.04279 107.552
45 8.9 1.01884 115.282
46 9.1 1.02206 123.389
47 9.3 1.04078 132.011
48 9.5 1.03474 140.956
49 9.7 1.01754 150.127
50 9.9 1.00452 159.557
3300 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.40232 0.264097
6 1.1 3.5258 0.672377
7 1.3 3.21537 1.19201
8 1.5 0.770025 1.3576
9 1.7 1.66985 1.8187
10 1.9 0.794814 2.09279
11 2.1 0.437215 2.27695
12 2.3 0.873176 2.71806
13 2.5 0.595607 3.07352
14 2.7 0.869585 3.6788
15 2.9 0.328909 3.9429
16 3.1 0.281629 4.20128
17 3.3 0.701669 4.93076
18 3.5 0.443123 5.44897
19 3.7 0.453327 6.0414
20 3.9 0.82 7.23198
21 4.1 1.10316 9.00214
22 4.3 1.21244 11.142
23 4.5 1.17576 13.4147
24 4.7 1.22814 16.0043
25 4.9 1.22712 18.8166
26 5.1 1.169 21.7188
27 5.3 1.15166 24.8066
28 5.5 1.08229 27.9315
29 5.7 1.0574 31.2106
30 5.9 1.01185 34.5724
31 6.1 1.01533 38.1784
32 6.3 0.948501 41.7716
33 6.5 0.945552 45.5846
34 6.7 0.933928 49.586
35 6.9 0.904452 53.6959
36 7.1 0.953614 58.2841
37 7.3 0.952321 63.1278
38 7.5 0.966825 68.3183
39 7.7 0.972503 73.8216
40 7.9 0.949532 79.4775
41 8.1 0.980277 85.616
42 8.3 1.00808 92.2441
43 8.5 1.05871 99.5446
44 8.7 1.03174 106.998
45 8.9 1.05141 114.946
46 9.1 1.0207 123.014
47 9.3 1.02223 131.452
48 9.5 1.02174 140.253
49 9.7 1.02408 149.449
50 9.9 1.01242 158.919
3400 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.44948 0.266952
6 1.1 3.43752 0.663812
7 1.3 3.2871 1.19343
8 1.5 0.772349 1.35903
9 1.7 1.68526 1.82298
10 1.9 0.768148 2.08708
11 2.1 0.46913 2.28408
12 2.3 0.864473 2.71949
13 2.5 0.587808 3.06924
14 2.7 0.874267 3.67595
15 2.9 0.335252 3.94433
16 3.1 0.287161 4.207
17 3.3 0.713428 4.94647
18 3.5 0.440787 5.46039
19 3.7 0.450312 6.04711
20 3.9 0.790917 7.19201
21 4.1 1.13237 9.00357
22 4.3 1.17147 11.065
23 4.5 1.20153 13.3804
24 4.7 1.21759 15.94
25 4.9 1.22207 18.7323
26 5.1 1.18118 21.656
27 5.3 1.15781 24.7509
28 5.5 1.08308 27.8687
29 5.7 1.0629 31.1549
30 5.9 1.01103 34.5039
31 6.1 0.997832 38.0371
32 6.3 0.955144 41.6445
33 6.5 0.932072 45.3919
34 6.7 0.941091 49.4118
35 6.9 0.921991 53.5889
36 7.1 0.952326 58.157
37 7.3 0.936333 62.9051
38 7.5 0.978811 68.1442
39 7.7 0.958485 73.5517
40 7.9 0.968503 79.3034
41 8.1 0.969515 85.3562
42 8.3 1.01025 91.9786
43 8.5 1.05775 99.2505
44 8.7 1.03029 106.671
45 8.9 1.05307 114.608
46 9.1 1.02795 122.708
47 9.3 1.02289 131.126
48 9.5 1.01435 139.837
49 9.7 1.02701 149.032
50 9.9 1.01487 158.497
3500 50
1 0.1 0 0
2 0.3 0 0
3 0.5 0 0
4 0.7 0 0
5 0.9 3.53007 0.272662
6 1.1 3.49372 0.675232
7 1.3 3.22243 1.19343
8 1.5 0.767169 1.3576
9 1.7 1.7041 1.82584
10 1.9 0.773791 2.09136
11 2.1 0.470036 2.28837
12 2.3 0.849104 2.7152
13 2.5 0.617789 3.08208
14 2.7 0.88626 3.69593
15 2.9 0.316245 3.94861
16 3.1 0.303352 4.22555
17 3.3 0.684447 4.93362
18 3.5 0.436732 5.44183
19 3.7 0.447888 6.02427
20 3.9 0.818135 7.20628
21 4.1 1.09164 8.94932
22 4.3 1.19243 11.0435
23 4.5 1.20014 13.3519
24 4.7 1.24239 15.9586
25 4.9 1.19188 18.6767
26 5.1 1.18057 21.5931
27 5.3 1.1654 24.7024
28 5.5 1.06629 27.7659
29 5.7 1.05616 31.025
30 5.9 1.02291 34.4069
31 6.1 0.987641 37.8972
32 6.3 0.962669 41.5261
33 6.5 0.946323 45.3233
34 6.7 0.934538 49.3076
35 6.9 0.921246 53.4732
36 7.1 0.950288 58.0228
37 7.3 0.936731 62.7637
